ym,lawd_cd,sgg_nm,housing_type,deal_type,n_deals,n_cancelled,n_jeonse,n_wolse,n_new,n_renew,median_amount_manwon,median_price_per_pyeong,avg_area_m2,avg_build_year
2023-05,11545,금천구,연립다세대,매매,64,4,0,0,0,0,27000.0,1848.0,47.4,2008.0
2023-05,11545,금천구,연립다세대,전월세,306,0,155,151,199,40,14245.0,1091.0,38.08,2012.0
2023-05,11560,영등포구,아파트,매매,187,5,0,0,0,0,97500.0,4384.0,78.29,2000.0
2023-05,11560,영등포구,아파트,전월세,955,0,595,360,571,236,38500.0,1777.0,71.69,2003.0
2023-05,11560,영등포구,연립다세대,매매,161,1,0,0,0,0,46650.0,3277.0,45.56,2020.0
2023-05,11560,영등포구,연립다세대,전월세,329,0,177,152,229,59,16500.0,1849.0,32.68,2013.0
2023-05,11590,동작구,아파트,매매,121,4,0,0,0,0,100000.0,4514.0,73.69,2005.0
2023-05,11590,동작구,아파트,전월세,877,0,603,274,517,224,44000.0,1946.0,76.84,2005.0
2023-05,11590,동작구,연립다세대,매매,95,7,0,0,0,0,31000.0,2400.0,47.06,2005.0
2023-05,11590,동작구,연립다세대,전월세,414,0,189,225,264,72,13000.0,1064.0,39.62,2008.0
2023-05,11620,관악구,아파트,매매,102,6,0,0,0,0,72950.0,3238.0,73.38,2005.0
2023-05,11620,관악구,아파트,전월세,575,0,303,272,336,118,27000.0,1368.0,62.4,2005.0
2023-05,11620,관악구,연립다세대,매매,101,2,0,0,0,0,25600.0,1928.0,43.98,2007.0
2023-05,11620,관악구,연립다세대,전월세,474,0,215,259,296,70,13000.0,1112.0,40.0,2007.0
2023-05,11650,서초구,아파트,매매,140,17,0,0,0,0,211000.0,8153.0,88.15,2003.0
2023-05,11650,서초구,아파트,전월세,1404,0,821,583,915,349,61825.0,2519.0,83.6,2006.0
2023-05,11650,서초구,연립다세대,매매,51,2,0,0,0,0,43700.0,4504.0,44.05,2009.0
2023-05,11650,서초구,연립다세대,전월세,648,0,331,317,396,161,22000.0,1637.0,45.98,2008.0
2023-05,11680,강남구,아파트,매매,262,8,0,0,0,0,190625.0,8755.0,83.2,2000.0
2023-05,11680,강남구,아파트,전월세,2290,0,1240,1050,1431,532,50000.0,2368.0,77.97,2003.0
2023-05,11680,강남구,연립다세대,매매,68,4,0,0,0,0,51500.0,4493.0,44.83,2008.0
2023-05,11680,강남구,연립다세대,전월세,695,0,263,432,445,171,13000.0,1219.0,41.06,2007.0
2023-05,11710,송파구,아파트,매매,295,8,0,0,0,0,153000.0,6039.0,81.14,2003.0
2023-05,11710,송파구,아파트,전월세,2605,0,1100,1505,1725,539,25000.0,1323.0,66.94,2007.0
2023-05,11710,송파구,연립다세대,매매,89,1,0,0,0,0,34000.0,2471.0,46.04,2004.0
2023-05,11710,송파구,연립다세대,전월세,1546,0,619,927,868,412,13000.0,1124.0,41.12,2008.0
2023-05,11740,강동구,아파트,매매,214,9,0,0,0,0,104000.0,4592.0,71.97,2009.0
2023-05,11740,강동구,아파트,전월세,1321,0,857,464,765,262,31650.0,1595.0,65.64,2009.0
2023-05,11740,강동구,연립다세대,매매,104,4,0,0,0,0,32000.0,2989.0,39.71,2014.0
2023-05,11740,강동구,연립다세대,전월세,615,0,315,300,358,141,17420.0,1372.0,40.13,2012.0
2023-05,41111,수원시 장안구,아파트,매매,144,5,0,0,0,0,41250.0,1924.0,73.08,2003.0
2023-05,41111,수원시 장안구,아파트,전월세,409,0,279,130,282,74,22000.0,1103.0,70.95,2004.0
2023-05,41111,수원시 장안구,연립다세대,매매,49,0,0,0,0,0,13000.0,903.0,46.43,1997.0
2023-05,41111,수원시 장안구,연립다세대,전월세,139,0,56,83,91,18,5000.0,388.0,36.85,2005.0
2023-05,41113,수원시 권선구,아파트,매매,231,13,0,0,0,0,41000.0,2006.0,73.14,2008.0
2023-05,41113,수원시 권선구,아파트,전월세,1031,0,414,617,469,340,9588.0,711.0,60.33,2012.0
2023-05,41113,수원시 권선구,연립다세대,매매,57,2,0,0,0,0,14500.0,891.0,50.3,2004.0
2023-05,41113,수원시 권선구,연립다세대,전월세,248,0,122,126,174,31,7125.0,612.0,39.72,2009.0
2023-05,41115,수원시 팔달구,아파트,매매,118,6,0,0,0,0,48500.0,2204.0,68.08,2004.0
2023-05,41115,수원시 팔달구,아파트,전월세,451,0,309,142,339,67,22000.0,1143.0,64.6,2009.0
2023-05,41115,수원시 팔달구,연립다세대,매매,40,2,0,0,0,0,17900.0,1256.0,52.7,2007.0
2023-05,41115,수원시 팔달구,연립다세대,전월세,178,0,102,76,120,21,10000.0,855.0,34.61,2009.0
2023-05,41117,수원시 영통구,아파트,매매,468,17,0,0,0,0,53000.0,2282.0,78.62,2005.0
2023-05,41117,수원시 영통구,아파트,전월세,1205,0,830,375,791,250,24500.0,1226.0,73.5,2005.0
2023-05,41117,수원시 영통구,연립다세대,매매,11,0,0,0,0,0,85000.0,3310.0,90.29,2006.0
2023-05,41117,수원시 영통구,연립다세대,전월세,92,0,41,51,46,35,8750.0,579.0,53.01,2008.0
2023-05,41131,성남시 수정구,아파트,매매,84,2,0,0,0,0,94000.0,4144.0,74.56,2015.0
2023-05,41131,성남시 수정구,아파트,전월세,588,0,380,208,250,252,49000.0,1799.0,79.6,2017.0
2023-05,41131,성남시 수정구,연립다세대,매매,36,2,0,0,0,0,25895.0,1498.0,51.0,2002.0
2023-05,41131,성남시 수정구,연립다세대,전월세,97,0,71,26,55,28,14000.0,1055.0,55.28,2003.0
2023-05,41133,성남시 중원구,아파트,매매,64,0,0,0,0,0,63000.0,3128.0,67.64,2006.0
2023-05,41133,성남시 중원구,아파트,전월세,263,0,180,83,154,67,23000.0,1367.0,62.97,2004.0
2023-05,41133,성남시 중원구,연립다세대,매매,45,1,0,0,0,0,18000.0,1401.0,43.49,1996.0
2023-05,41133,성남시 중원구,연립다세대,전월세,190,0,146,44,97,53,12450.0,918.0,48.49,1998.0
2023-05,41135,성남시 분당구,아파트,매매,408,15,0,0,0,0,115000.0,4569.0,86.99,1997.0
2023-05,41135,성남시 분당구,아파트,전월세,1647,0,1138,509,972,491,43000.0,2045.0,80.07,1998.0
2023-05,41135,성남시 분당구,연립다세대,매매,30,3,0,0,0,0,78500.0,3204.0,103.66,2002.0
2023-05,41135,성남시 분당구,연립다세대,전월세,114,0,81,33,72,26,34050.0,1670.0,91.98,2001.0
2023-05,41150,의정부시,아파트,매매,293,11,0,0,0,0,30900.0,1483.0,68.24,2006.0
2023-05,41150,의정부시,아파트,전월세,1114,0,624,490,731,168,14000.0,806.0,61.44,2010.0
2023-05,41150,의정부시,연립다세대,매매,61,5,0,0,0,0,13000.0,966.0,46.48,2006.0
2023-05,41150,의정부시,연립다세대,전월세,178,0,93,85,109,18,6250.0,508.0,45.28,2004.0
2023-05,41171,안양시 만안구,아파트,매매,106,7,0,0,0,0,54250.0,2569.0,67.86,2006.0
2023-05,41171,안양시 만안구,아파트,전월세,342,0,257,85,209,93,30000.0,1456.0,66.87,2006.0
2023-05,41171,안양시 만안구,연립다세대,매매,52,1,0,0,0,0,19175.0,1372.0,46.89,1999.0
2023-05,41171,안양시 만안구,연립다세대,전월세,154,0,94,60,91,30,9580.0,817.0,42.94,2001.0
2023-05,41173,안양시 동안구,아파트,매매,248,4,0,0,0,0,62150.0,3052.0,70.81,2001.0
2023-05,41173,안양시 동안구,아파트,전월세,1014,0,709,305,572,307,28000.0,1575.0,64.35,2001.0
2023-05,41173,안양시 동안구,연립다세대,매매,24,2,0,0,0,0,29250.0,2322.0,40.74,1997.0
2023-05,41173,안양시 동안구,연립다세대,전월세,130,0,82,48,76,35,12000.0,1016.0,43.35,1997.0
2023-05,41192,부천시 원미구,아파트,매매,225,9,0,0,0,0,47200.0,2283.0,70.6,2001.0
2023-05,41192,부천시 원미구,아파트,전월세,702,0,452,250,450,196,20000.0,1188.0,66.33,2000.0
2023-05,41192,부천시 원미구,연립다세대,매매,89,2,0,0,0,0,19500.0,1251.0,49.39,2005.0
2023-05,41192,부천시 원미구,연립다세대,전월세,198,0,90,108,158,31,3000.0,303.0,43.72,2002.0
2023-05,41194,부천시 소사구,아파트,매매,131,4,0,0,0,0,48500.0,2198.0,72.72,2008.0
2023-05,41194,부천시 소사구,아파트,전월세,377,0,253,124,282,72,21000.0,1092.0,68.9,2008.0
2023-05,41194,부천시 소사구,연립다세대,매매,51,4,0,0,0,0,16300.0,1123.0,46.34,2004.0
2023-05,41194,부천시 소사구,연립다세대,전월세,117,0,71,46,96,16,8500.0,650.0,47.82,1999.0
2023-05,41196,부천시 오정구,아파트,매매,41,0,0,0,0,0,33000.0,1701.0,59.13,2001.0
2023-05,41196,부천시 오정구,아파트,전월세,137,0,77,60,93,34,9450.0,655.0,55.76,1996.0
2023-05,41196,부천시 오정구,연립다세대,매매,107,2,0,0,0,0,13800.0,1015.0,46.23,1999.0
2023-05,41196,부천시 오정구,연립다세대,전월세,267,0,154,113,211,46,7000.0,621.0,42.14,1997.0
2023-05,41210,광명시,아파트,매매,211,10,0,0,0,0,67000.0,3364.0,68.76,2006.0
2023-05,41210,광명시,아파트,전월세,834,0,591,243,454,281,25000.0,1425.0,61.54,2001.0
2023-05,41210,광명시,연립다세대,매매,47,5,0,0,0,0,26000.0,1599.0,50.42,1994.0
2023-05,41210,광명시,연립다세대,전월세,113,0,81,32,72,33,14200.0,987.0,49.47,1998.0
2023-05,41220,평택시,아파트,매매,590,23,0,0,0,0,31750.0,1380.0,72.48,2011.0
2023-05,41220,평택시,아파트,전월세,1826,0,818,1008,1159,412,6121.0,439.0,61.23,2012.0
2023-05,41220,평택시,연립다세대,매매,104,1,0,0,0,0,9200.0,741.0,47.17,2001.0
2023-05,41220,평택시,연립다세대,전월세,298,0,95,203,204,25,500.0,61.0,38.8,2009.0
2023-05,41250,동두천시,아파트,매매,72,3,0,0,0,0,16625.0,870.0,67.12,2003.0
2023-05,41250,동두천시,아파트,전월세,132,0,77,55,82,25,7900.0,445.0,65.76,2003.0
2023-05,41250,동두천시,연립다세대,매매,24,1,0,0,0,0,6550.0,394.0,53.76,2004.0
2023-05,41250,동두천시,연립다세대,전월세,47,0,18,29,24,5,2000.0,124.0,52.12,2006.0
2023-05,41271,안산시 상록구,아파트,매매,128,6,0,0,0,0,37950.0,1697.0,78.53,2002.0
2023-05,41271,안산시 상록구,아파트,전월세,373,0,249,124,258,55,16000.0,867.0,69.23,1998.0
2023-05,41271,안산시 상록구,연립다세대,매매,164,6,0,0,0,0,13700.0,829.0,55.58,2008.0
2023-05,41271,안산시 상록구,연립다세대,전월세,317,0,122,195,201,30,2000.0,165.0,44.64,2008.0
2023-05,41273,안산시 단원구,아파트,매매,246,9,0,0,0,0,40650.0,1848.0,68.54,2003.0
2023-05,41273,안산시 단원구,아파트,전월세,786,0,454,332,478,203,14000.0,925.0,57.3,2009.0
2023-05,41273,안산시 단원구,연립다세대,매매,80,4,0,0,0,0,19000.0,1165.0,55.88,2008.0
2023-05,41273,안산시 단원구,연립다세대,전월세,157,0,59,98,109,14,1000.0,84.0,44.33,2002.0
2023-05,41281,고양시 덕양구,아파트,매매,334,15,0,0,0,0,49000.0,2019.0,74.55,2005.0
2023-05,41281,고양시 덕양구,아파트,전월세,1084,0,640,444,649,253,20000.0,1051.0,67.18,2006.0
2023-05,41281,고양시 덕양구,연립다세대,매매,74,3,0,0,0,0,14700.0,1010.0,50.11,2001.0
2023-05,41281,고양시 덕양구,연립다세대,전월세,226,0,97,129,125,36,8500.0,583.0,55.11,2007.0
2023-05,41285,고양시 일산동구,아파트,매매,161,4,0,0,0,0,52000.0,1806.0,90.61,2004.0
2023-05,41285,고양시 일산동구,아파트,전월세,1019,0,396,623,754,156,10440.0,607.0,71.4,2011.0
2023-05,41285,고양시 일산동구,연립다세대,매매,32,3,0,0,0,0,21600.0,1394.0,62.72,2012.0
2023-05,41285,고양시 일산동구,연립다세대,전월세,65,0,38,27,39,10,13000.0,780.0,69.26,2007.0
2023-05,41287,고양시 일산서구,아파트,매매,201,9,0,0,0,0,39000.0,1694.0,83.02,2001.0
2023-05,41287,고양시 일산서구,아파트,전월세,880,0,629,251,527,239,21000.0,1012.0,79.62,2000.0
2023-05,41287,고양시 일산서구,연립다세대,매매,13,0,0,0,0,0,17000.0,1095.0,63.87,2007.0
2023-05,41287,고양시 일산서구,연립다세대,전월세,44,0,24,20,27,8,11500.0,754.0,72.44,2004.0
2023-05,41290,과천시,아파트,매매,67,6,0,0,0,0,133000.0,6304.0,76.26,2007.0
2023-05,41290,과천시,아파트,전월세,340,0,263,77,248,58,55000.0,2141.0,78.83,2011.0
2023-05,41290,과천시,연립다세대,매매,13,0,0,0,0,0,50500.0,2510.0,69.83,2015.0
2023-05,41290,과천시,연립다세대,전월세,55,0,43,12,41,9,30000.0,1675.0,59.96,2016.0
2023-05,41310,구리시,아파트,매매,102,4,0,0,0,0,60525.0,2716.0,71.39,2005.0
2023-05,41310,구리시,아파트,전월세,453,0,321,132,257,141,26000.0,1331.0,67.88,2002.0
2023-05,41310,구리시,연립다세대,매매,12,1,0,0,0,0,34500.0,2219.0,85.02,2009.0
2023-05,41310,구리시,연립다세대,전월세,86,0,56,30,41,20,12000.0,927.0,48.74,2002.0
2023-05,41360,남양주시,아파트,매매,463,15,0,0,0,0,45000.0,1807.0,81.71,2009.0
2023-05,41360,남양주시,아파트,전월세,2287,0,1333,954,1080,729,17850.0,825.0,69.14,2012.0
2023-05,41360,남양주시,연립다세대,매매,104,2,0,0,0,0,14000.0,907.0,55.92,2007.0
2023-05,41360,남양주시,연립다세대,전월세,259,0,138,121,164,36,7000.0,487.0,53.5,2003.0
2023-05,41370,오산시,아파트,매매,222,6,0,0,0,0,30500.0,1362.0,74.4,2008.0
2023-05,41370,오산시,아파트,전월세,419,0,217,202,245,68,11000.0,670.0,65.54,2007.0
2023-05,41370,오산시,연립다세대,매매,20,2,0,0,0,0,9400.0,676.0,47.64,1995.0
2023-05,41370,오산시,연립다세대,전월세,133,0,56,77,85,11,2600.0,291.0,34.13,2013.0
2023-05,41390,시흥시,아파트,매매,585,29,0,0,0,0,35700.0,1648.0,70.26,2008.0
2023-05,41390,시흥시,아파트,전월세,1462,0,819,643,910,286,14000.0,745.0,67.98,2009.0
2023-05,41390,시흥시,연립다세대,매매,68,7,0,0,0,0,11850.0,819.0,49.38,2000.0
2023-05,41390,시흥시,연립다세대,전월세,216,0,96,120,156,13,2000.0,199.0,38.76,2007.0
2023-05,41410,군포시,아파트,매매,187,8,0,0,0,0,39000.0,2110.0,66.09,1999.0
2023-05,41410,군포시,아파트,전월세,580,0,418,162,326,159,20000.0,1187.0,63.58,1998.0
2023-05,41410,군포시,연립다세대,매매,26,0,0,0,0,0,21250.0,1430.0,47.14,2004.0
2023-05,41410,군포시,연립다세대,전월세,123,0,67,56,73,22,10000.0,807.0,42.19,2001.0
2023-05,41430,의왕시,아파트,매매,95,3,0,0,0,0,64000.0,2633.0,80.29,2008.0
2023-05,41430,의왕시,아파트,전월세,451,0,313,138,234,117,32000.0,1367.0,74.84,2007.0
2023-05,41430,의왕시,연립다세대,매매,16,0,0,0,0,0,24250.0,1851.0,47.57,2000.0
2023-05,41430,의왕시,연립다세대,전월세,70,0,47,23,34,20,10250.0,992.0,43.33,2008.0
2023-05,41450,하남시,아파트,매매,242,19,0,0,0,0,79250.0,3478.0,79.23,2012.0
2023-05,41450,하남시,아파트,전월세,1065,0,764,301,516,421,36160.0,1630.0,78.83,2014.0
2023-05,41450,하남시,연립다세대,매매,6,0,0,0,0,0,29500.0,1798.0,54.95,2001.0
2023-05,41450,하남시,연립다세대,전월세,41,0,24,17,25,6,11500.0,931.0,52.88,2011.0
2023-05,41461,용인시 처인구,아파트,매매,138,15,0,0,0,0,34250.0,1499.0,71.76,2009.0
2023-05,41461,용인시 처인구,아파트,전월세,449,0,275,174,344,57,16217.0,781.0,70.45,2013.0
2023-05,41461,용인시 처인구,연립다세대,매매,77,6,0,0,0,0,11760.0,663.0,58.42,2002.0
2023-05,41461,용인시 처인구,연립다세대,전월세,163,0,58,105,128,14,1000.0,97.0,47.45,2003.0
2023-05,41463,용인시 기흥구,아파트,매매,401,12,0,0,0,0,53100.0,2133.0,87.0,2009.0
2023-05,41463,용인시 기흥구,아파트,전월세,1249,0,828,421,723,296,27000.0,1079.0,82.51,2007.0
2023-05,41463,용인시 기흥구,연립다세대,매매,96,1,0,0,0,0,13284.0,2053.0,44.59,2011.0
2023-05,41463,용인시 기흥구,연립다세대,전월세,117,0,74,43,87,14,9200.0,873.0,41.52,2012.0
2023-05,41465,용인시 수지구,아파트,매매,424,15,0,0,0,0,69000.0,2646.0,94.06,2005.0
2023-05,41465,용인시 수지구,아파트,전월세,1159,0,817,342,684,315,36000.0,1439.0,89.72,2004.0
2023-05,41465,용인시 수지구,연립다세대,매매,15,0,0,0,0,0,16000.0,1567.0,69.21,2008.0
2023-05,41465,용인시 수지구,연립다세대,전월세,93,0,51,42,67,13,13000.0,1183.0,49.18,2013.0
2023-05,41480,파주시,아파트,매매,305,14,0,0,0,0,35000.0,1318.0,80.62,2008.0
2023-05,41480,파주시,아파트,전월세,1455,0,519,936,488,312,5463.0,455.0,63.07,2013.0
2023-05,41480,파주시,연립다세대,매매,42,1,0,0,0,0,15650.0,892.0,56.44,2010.0
2023-05,41480,파주시,연립다세대,전월세,138,0,50,88,94,13,3000.0,151.0,55.07,2010.0
2023-05,41500,이천시,아파트,매매,115,5,0,0,0,0,22400.0,1052.0,70.98,2006.0
2023-05,41500,이천시,아파트,전월세,254,0,159,95,178,46,12800.0,663.0,68.65,2004.0
2023-05,41500,이천시,연립다세대,매매,47,13,0,0,0,0,9100.0,619.0,54.23,2004.0
2023-05,41500,이천시,연립다세대,전월세,102,0,37,65,78,9,1000.0,78.0,46.43,2013.0
2023-05,41550,안성시,아파트,매매,218,10,0,0,0,0,15000.0,944.0,61.31,2005.0
2023-05,41550,안성시,아파트,전월세,449,0,240,209,298,76,10000.0,584.0,60.14,2007.0
2023-05,41550,안성시,연립다세대,매매,28,1,0,0,0,0,8100.0,460.0,55.72,2006.0
2023-05,41550,안성시,연립다세대,전월세,29,0,6,23,17,0,1000.0,69.0,49.35,2011.0
2023-05,41570,김포시,아파트,매매,461,18,0,0,0,0,43000.0,1765.0,83.4,2013.0
2023-05,41570,김포시,아파트,전월세,1344,0,767,577,737,245,20000.0,780.0,78.25,2013.0
2023-05,41570,김포시,연립다세대,매매,41,0,0,0,0,0,13567.0,792.0,55.94,2007.0
2023-05,41570,김포시,연립다세대,전월세,102,0,41,61,60,12,5000.0,349.0,57.34,2014.0
2023-05,41591,화성시 만세구,아파트,매매,140,6,0,0,0,0,34850.0,1325.0,78.99,2011.0
2023-05,41591,화성시 만세구,아파트,전월세,680,0,340,340,313,83,12815.0,673.0,67.01,2016.0
2023-05,41591,화성시 만세구,연립다세대,매매,26,0,0,0,0,0,7450.0,511.0,51.44,2005.0
2023-05,41591,화성시 만세구,연립다세대,전월세,47,0,14,33,34,1,1000.0,66.0,43.87,2011.0
2023-05,41593,화성시 효행구,아파트,매매,85,2,0,0,0,0,30500.0,1235.0,75.1,2008.0
2023-05,41593,화성시 효행구,아파트,전월세,656,0,133,523,185,380,14200.0,625.0,72.3,2017.0
2023-05,41593,화성시 효행구,연립다세대,매매,18,1,0,0,0,0,6450.0,403.0,52.22,1995.0
2023-05,41593,화성시 효행구,연립다세대,전월세,44,0,15,29,33,3,4000.0,200.0,52.54,2008.0
2023-05,41595,화성시 병점구,아파트,매매,198,7,0,0,0,0,34150.0,1483.0,77.62,2007.0
2023-05,41595,화성시 병점구,아파트,전월세,1042,0,376,666,637,209,13000.0,830.0,59.95,2015.0
2023-05,41595,화성시 병점구,연립다세대,매매,10,1,0,0,0,0,7350.0,576.0,44.78,1997.0
2023-05,41595,화성시 병점구,연립다세대,전월세,91,0,39,52,58,10,4000.0,439.0,29.9,2012.0
2023-05,41597,화성시 동탄구,아파트,매매,501,24,0,0,0,0,59000.0,2563.0,79.29,2015.0
2023-05,41597,화성시 동탄구,아파트,전월세,1537,0,715,822,912,347,15000.0,997.0,67.94,2016.0
2023-05,41597,화성시 동탄구,연립다세대,매매,5,0,0,0,0,0,57800.0,2257.0,84.81,2019.0
2023-05,41597,화성시 동탄구,연립다세대,전월세,14,0,3,11,5,1,31500.0,1072.0,94.57,2018.0
2023-05,41610,광주시,아파트,매매,135,7,0,0,0,0,42800.0,1738.0,82.51,2011.0
2023-05,41610,광주시,아파트,전월세,438,0,313,125,309,78,24000.0,973.0,80.66,2011.0
2023-05,41610,광주시,연립다세대,매매,170,4,0,0,0,0,18050.0,965.0,63.38,2012.0
2023-05,41610,광주시,연립다세대,전월세,359,0,204,155,275,35,12000.0,645.0,61.16,2011.0
2023-05,41630,양주시,아파트,매매,206,13,0,0,0,0,24950.0,1107.0,73.56,2010.0
2023-05,41630,양주시,아파트,전월세,979,0,449,530,707,79,9000.0,517.0,71.59,2015.0
2023-05,41630,양주시,연립다세대,매매,28,2,0,0,0,0,7700.0,547.0,53.88,2002.0
2023-05,41630,양주시,연립다세대,전월세,39,0,13,26,30,0,1500.0,92.0,52.13,2006.0
2023-05,41650,포천시,아파트,매매,63,3,0,0,0,0,15800.0,779.0,67.14,2002.0
2023-05,41650,포천시,아파트,전월세,111,0,55,56,76,12,5000.0,271.0,63.59,2007.0
2023-05,41650,포천시,연립다세대,매매,31,2,0,0,0,0,7800.0,442.0,61.12,2001.0
2023-05,41650,포천시,연립다세대,전월세,60,0,19,41,41,2,1000.0,106.0,48.55,2008.0
2023-05,41670,여주시,아파트,매매,67,1,0,0,0,0,13500.0,750.0,64.28,2002.0
2023-05,41670,여주시,아파트,전월세,384,0,102,282,153,55,3644.0,253.0,51.43,2017.0
2023-05,41670,여주시,연립다세대,매매,21,1,0,0,0,0,12500.0,607.0,60.36,2008.0
2023-05,41670,여주시,연립다세대,전월세,26,0,9,17,14,4,1250.0,75.0,56.3,2006.0
2023-05,41800,연천군,아파트,매매,12,0,0,0,0,0,7650.0,443.0,62.94,1998.0
2023-05,41800,연천군,아파트,전월세,60,0,23,37,33,1,3332.0,204.0,62.93,2013.0
2023-05,41800,연천군,연립다세대,매매,6,0,0,0,0,0,3950.0,307.0,47.77,1989.0
2023-05,41800,연천군,연립다세대,전월세,6,0,4,2,0,0,4000.0,247.0,55.48,1999.0
2023-05,41820,가평군,아파트,매매,12,0,0,0,0,0,18750.0,913.0,73.83,2009.0
2023-05,41820,가평군,아파트,전월세,16,0,10,6,13,1,15000.0,699.0,64.81,2013.0
2023-05,41820,가평군,연립다세대,매매,23,0,0,0,0,0,12400.0,692.0,71.99,2007.0
2023-05,41820,가평군,연립다세대,전월세,36,0,11,25,23,8,2000.0,167.0,50.85,2012.0
2023-05,41830,양평군,아파트,매매,11,0,0,0,0,0,25000.0,1006.0,77.76,2004.0
2023-05,41830,양평군,아파트,전월세,91,0,54,37,78,2,15000.0,623.0,72.1,2014.0
2023-05,41830,양평군,연립다세대,매매,16,1,0,0,0,0,15150.0,835.0,63.87,2011.0
2023-05,41830,양평군,연립다세대,전월세,70,0,23,47,37,20,3644.0,353.0,52.43,2011.0
2023-06,11110,종로구,아파트,매매,30,0,0,0,0,0,118250.0,4239.0,87.28,2007.0
2023-06,11110,종로구,아파트,전월세,165,0,85,80,103,47,44000.0,1910.0,73.8,2008.0
2023-06,11110,종로구,연립다세대,매매,49,1,0,0,0,0,27000.0,3584.0,50.72,2008.0
2023-06,11110,종로구,연립다세대,전월세,185,0,86,99,134,27,10000.0,771.0,51.44,2001.0
2023-06,11140,중구,아파트,매매,53,2,0,0,0,0,94000.0,4186.0,70.55,2006.0
2023-06,11140,중구,아파트,전월세,494,0,216,278,240,83,20000.0,1202.0,59.24,2012.0
2023-06,11140,중구,연립다세대,매매,11,2,0,0,0,0,44000.0,2337.0,56.82,2001.0
2023-06,11140,중구,연립다세대,전월세,148,0,86,62,96,28,17000.0,1436.0,34.81,2010.0
2023-06,11170,용산구,아파트,매매,67,2,0,0,0,0,167400.0,7136.0,91.67,1997.0
2023-06,11170,용산구,아파트,전월세,642,0,341,301,322,183,41900.0,1754.0,82.13,2003.0
2023-06,11170,용산구,연립다세대,매매,56,2,0,0,0,0,59500.0,6134.0,41.89,2006.0
2023-06,11170,용산구,연립다세대,전월세,428,0,282,146,309,69,19975.0,1517.0,43.36,2008.0
2023-06,11200,성동구,아파트,매매,169,9,0,0,0,0,127000.0,5444.0,79.58,2005.0
2023-06,11200,성동구,아파트,전월세,941,0,595,346,569,222,46000.0,2043.0,77.22,2005.0
2023-06,11200,성동구,연립다세대,매매,66,2,0,0,0,0,194412.0,12178.0,46.86,1990.0
2023-06,11200,성동구,연립다세대,전월세,211,0,121,90,148,34,15000.0,1337.0,34.45,2010.0
2023-06,11215,광진구,아파트,매매,65,2,0,0,0,0,103200.0,4908.0,81.0,1998.0
2023-06,11215,광진구,아파트,전월세,496,0,289,207,369,99,47100.0,2117.0,77.66,2007.0
2023-06,11215,광진구,연립다세대,매매,73,4,0,0,0,0,38000.0,3077.0,45.73,2011.0
2023-06,11215,광진구,연립다세대,전월세,723,0,355,368,453,140,16270.0,1490.0,35.74,2012.0
2023-06,11230,동대문구,아파트,매매,177,13,0,0,0,0,83500.0,3601.0,75.28,2007.0
2023-06,11230,동대문구,아파트,전월세,788,0,493,295,531,130,35000.0,1714.0,70.7,2009.0
2023-06,11230,동대문구,연립다세대,매매,40,2,0,0,0,0,33000.0,2458.0,41.83,2011.0
2023-06,11230,동대문구,연립다세대,전월세,279,0,141,138,168,42,14000.0,1133.0,36.24,2012.0
2023-06,11260,중랑구,아파트,매매,147,2,0,0,0,0,53049.0,3076.0,58.77,2010.0
2023-06,11260,중랑구,아파트,전월세,484,0,295,189,294,99,23169.0,1497.0,59.06,2005.0
2023-06,11260,중랑구,연립다세대,매매,66,3,0,0,0,0,30250.0,2452.0,41.26,2010.0
2023-06,11260,중랑구,연립다세대,전월세,468,0,245,223,313,79,15000.0,1371.0,36.3,2015.0
2023-06,11290,성북구,아파트,매매,182,7,0,0,0,0,77250.0,3567.0,74.12,2007.0
2023-06,11290,성북구,아파트,전월세,744,0,443,301,433,194,35000.0,1599.0,69.92,2007.0
2023-06,11290,성북구,연립다세대,매매,78,5,0,0,0,0,29000.0,1950.0,49.0,2005.0
2023-06,11290,성북구,연립다세대,전월세,355,0,209,146,227,65,13000.0,954.0,41.71,2009.0
2023-06,11305,강북구,아파트,매매,126,3,0,0,0,0,43450.0,2871.0,52.69,2016.0
2023-06,11305,강북구,아파트,전월세,312,0,161,151,174,68,16549.0,1085.0,59.42,2007.0
2023-06,11305,강북구,연립다세대,매매,111,2,0,0,0,0,22500.0,1520.0,46.15,2007.0
2023-06,11305,강북구,연립다세대,전월세,304,0,176,128,201,40,10600.0,863.0,43.12,2004.0
2023-06,11320,도봉구,아파트,매매,109,6,0,0,0,0,49500.0,2464.0,68.27,1994.0
2023-06,11320,도봉구,아파트,전월세,540,0,376,164,315,145,22000.0,1206.0,62.65,1993.0
2023-06,11320,도봉구,연립다세대,매매,63,5,0,0,0,0,18000.0,1240.0,47.23,2002.0
2023-06,11320,도봉구,연립다세대,전월세,258,0,157,101,154,32,12200.0,850.0,45.15,2005.0
2023-06,11350,노원구,아파트,매매,272,12,0,0,0,0,56500.0,3231.0,66.01,1995.0
2023-06,11350,노원구,아파트,전월세,1696,0,1057,639,945,431,18600.0,1215.0,58.33,1995.0
2023-06,11350,노원구,연립다세대,매매,22,0,0,0,0,0,29150.0,1834.0,56.92,2000.0
2023-06,11350,노원구,연립다세대,전월세,176,0,75,101,110,30,7000.0,569.0,38.89,2004.0
