ym,lawd_cd,sgg_nm,housing_type,deal_type,n_deals,n_cancelled,n_jeonse,n_wolse,n_new,n_renew,median_amount_manwon,median_price_per_pyeong,avg_area_m2,avg_build_year
2022-09,41480,파주시,아파트,매매,119,11,0,0,0,0,33000.0,1374.0,78.25,2007.0
2022-09,41480,파주시,아파트,전월세,2258,0,762,1496,617,439,4376.0,343.0,56.85,2015.0
2022-09,41480,파주시,연립다세대,매매,69,2,0,0,0,0,19000.0,1031.0,55.26,2007.0
2022-09,41480,파주시,연립다세대,전월세,147,0,92,55,89,18,8000.0,497.0,56.73,2012.0
2022-09,41500,이천시,아파트,매매,44,6,0,0,0,0,17000.0,842.0,69.06,2000.0
2022-09,41500,이천시,아파트,전월세,255,0,122,133,183,47,7000.0,453.0,64.06,2001.0
2022-09,41500,이천시,연립다세대,매매,65,2,0,0,0,0,9950.0,658.0,56.24,2004.0
2022-09,41500,이천시,연립다세대,전월세,101,0,47,54,71,15,3000.0,243.0,50.77,2009.0
2022-09,41550,안성시,아파트,매매,101,3,0,0,0,0,15500.0,915.0,59.36,2004.0
2022-09,41550,안성시,아파트,전월세,454,0,221,233,249,83,10000.0,525.0,61.74,2007.0
2022-09,41550,안성시,연립다세대,매매,32,2,0,0,0,0,14975.0,1136.0,51.34,2010.0
2022-09,41550,안성시,연립다세대,전월세,27,0,9,18,14,5,1000.0,104.0,47.46,2009.0
2022-09,41570,김포시,아파트,매매,90,4,0,0,0,0,48500.0,1913.0,85.29,2011.0
2022-09,41570,김포시,아파트,전월세,1892,0,669,1223,486,501,15921.0,639.0,74.91,2016.0
2022-09,41570,김포시,연립다세대,매매,24,2,0,0,0,0,16750.0,1145.0,57.93,2005.0
2022-09,41570,김포시,연립다세대,전월세,98,0,46,52,59,14,6750.0,560.0,57.63,2012.0
2022-09,41591,화성시 만세구,아파트,매매,38,1,0,0,0,0,32000.0,1273.0,79.94,2008.0
2022-09,41591,화성시 만세구,아파트,전월세,1104,0,509,595,209,50,7086.0,439.0,61.16,2016.0
2022-09,41591,화성시 만세구,연립다세대,매매,43,1,0,0,0,0,11900.0,613.0,54.95,2007.0
2022-09,41591,화성시 만세구,연립다세대,전월세,51,0,21,30,30,3,3000.0,148.0,49.0,2010.0
2022-09,41593,화성시 효행구,아파트,매매,31,2,0,0,0,0,34000.0,1343.0,71.7,2006.0
2022-09,41593,화성시 효행구,아파트,전월세,327,0,95,232,143,26,3701.0,248.0,60.6,2014.0
2022-09,41593,화성시 효행구,연립다세대,매매,11,0,0,0,0,0,11800.0,737.0,51.93,2004.0
2022-09,41593,화성시 효행구,연립다세대,전월세,41,0,20,21,26,1,3000.0,193.0,48.32,2005.0
2022-09,41595,화성시 병점구,아파트,매매,25,3,0,0,0,0,38000.0,1492.0,81.71,2007.0
2022-09,41595,화성시 병점구,아파트,전월세,1068,0,185,883,203,159,4478.0,276.0,52.31,2017.0
2022-09,41595,화성시 병점구,연립다세대,매매,6,0,0,0,0,0,7115.0,492.0,43.93,2001.0
2022-09,41595,화성시 병점구,연립다세대,전월세,97,0,69,28,59,17,9500.0,1105.0,29.54,2012.0
2022-09,41597,화성시 동탄구,아파트,매매,87,6,0,0,0,0,57000.0,2540.0,75.16,2014.0
2022-09,41597,화성시 동탄구,아파트,전월세,1502,0,503,999,448,547,10700.0,598.0,61.08,2017.0
2022-09,41597,화성시 동탄구,연립다세대,전월세,7,0,0,7,5,0,5000.0,194.0,73.64,2009.0
2022-09,41610,광주시,아파트,매매,58,4,0,0,0,0,41600.0,1590.0,83.25,2009.0
2022-09,41610,광주시,아파트,전월세,470,0,345,125,275,121,28500.0,1152.0,81.22,2012.0
2022-09,41610,광주시,연립다세대,매매,224,12,0,0,0,0,19000.0,1038.0,62.01,2012.0
2022-09,41610,광주시,연립다세대,전월세,308,0,195,113,203,41,13000.0,723.0,59.53,2011.0
2022-09,41630,양주시,아파트,매매,96,5,0,0,0,0,29000.0,1175.0,76.71,2009.0
2022-09,41630,양주시,아파트,전월세,650,0,309,341,320,69,12000.0,529.0,66.97,2012.0
2022-09,41630,양주시,연립다세대,매매,29,2,0,0,0,0,8900.0,594.0,54.08,2007.0
2022-09,41630,양주시,연립다세대,전월세,48,0,22,26,24,1,2000.0,128.0,47.82,2003.0
2022-09,41650,포천시,아파트,매매,46,1,0,0,0,0,18750.0,878.0,71.28,2002.0
2022-09,41650,포천시,아파트,전월세,96,0,53,43,56,4,9148.0,480.0,61.14,2005.0
2022-09,41650,포천시,연립다세대,매매,59,1,0,0,0,0,7700.0,454.0,55.17,2004.0
2022-09,41650,포천시,연립다세대,전월세,50,0,25,25,32,2,2000.0,193.0,55.85,2006.0
2022-09,41670,여주시,아파트,매매,45,6,0,0,0,0,13000.0,779.0,60.43,2001.0
2022-09,41670,여주시,아파트,전월세,201,0,132,69,164,10,12000.0,667.0,68.88,2007.0
2022-09,41670,여주시,연립다세대,매매,29,2,0,0,0,0,10920.0,664.0,57.72,1997.0
2022-09,41670,여주시,연립다세대,전월세,32,0,10,22,17,5,1500.0,89.0,46.82,2009.0
2022-09,41800,연천군,아파트,매매,14,1,0,0,0,0,7940.0,419.0,61.07,1999.0
2022-09,41800,연천군,아파트,전월세,67,0,29,38,14,28,9420.0,398.0,65.41,2017.0
2022-09,41800,연천군,연립다세대,매매,9,2,0,0,0,0,5000.0,311.0,48.26,1998.0
2022-09,41800,연천군,연립다세대,전월세,10,0,5,5,5,0,2500.0,149.0,46.59,2003.0
2022-09,41820,가평군,아파트,매매,14,2,0,0,0,0,21100.0,914.0,92.46,2008.0
2022-09,41820,가평군,아파트,전월세,58,0,38,20,51,0,16000.0,760.0,69.49,2016.0
2022-09,41820,가평군,연립다세대,매매,11,0,0,0,0,0,8000.0,528.0,52.54,1999.0
2022-09,41820,가평군,연립다세대,전월세,34,0,19,15,24,2,4750.0,266.0,62.68,2008.0
2022-09,41830,양평군,아파트,매매,15,1,0,0,0,0,30500.0,1284.0,83.69,2004.0
2022-09,41830,양평군,아파트,전월세,45,0,25,20,28,5,19500.0,858.0,72.63,2008.0
2022-09,41830,양평군,연립다세대,매매,34,1,0,0,0,0,16700.0,853.0,67.41,2009.0
2022-09,41830,양평군,연립다세대,전월세,69,0,41,28,35,12,10000.0,662.0,59.4,2008.0
2022-10,11110,종로구,아파트,매매,4,0,0,0,0,0,12950.0,2691.0,16.17,2013.0
2022-10,11110,종로구,아파트,전월세,179,0,74,105,108,49,30000.0,1494.0,68.67,2006.0
2022-10,11110,종로구,연립다세대,매매,19,1,0,0,0,0,35000.0,1913.0,70.12,1999.0
2022-10,11110,종로구,연립다세대,전월세,156,0,80,76,86,49,16100.0,1154.0,57.86,2001.0
2022-10,11140,중구,아파트,매매,14,2,0,0,0,0,25750.0,3402.0,60.8,2011.0
2022-10,11140,중구,아파트,전월세,261,0,152,109,103,88,43050.0,2218.0,64.95,2005.0
2022-10,11140,중구,연립다세대,매매,27,0,0,0,0,0,29750.0,3526.0,29.65,2018.0
2022-10,11140,중구,연립다세대,전월세,122,0,81,41,65,23,20505.0,1539.0,39.11,2008.0
2022-10,11170,용산구,아파트,매매,8,1,0,0,0,0,113500.0,5763.0,83.69,1993.0
2022-10,11170,용산구,아파트,전월세,523,0,287,236,233,208,48300.0,1970.0,84.83,2002.0
2022-10,11170,용산구,연립다세대,매매,11,1,0,0,0,0,64000.0,7300.0,37.38,2011.0
2022-10,11170,용산구,연립다세대,전월세,432,0,317,115,251,116,20000.0,1817.0,41.61,2009.0
2022-10,11200,성동구,아파트,매매,18,1,0,0,0,0,121000.0,4599.0,82.08,2005.0
2022-10,11200,성동구,아파트,전월세,826,0,460,366,351,309,50000.0,2199.0,75.24,2004.0
2022-10,11200,성동구,연립다세대,매매,94,0,0,0,0,0,45000.0,2808.0,51.33,2019.0
2022-10,11200,성동구,연립다세대,전월세,149,0,101,48,95,36,15000.0,1271.0,36.3,2007.0
2022-10,11215,광진구,아파트,매매,9,0,0,0,0,0,111000.0,3942.0,104.11,2002.0
2022-10,11215,광진구,아파트,전월세,390,0,193,197,177,153,47000.0,2137.0,74.79,2003.0
2022-10,11215,광진구,연립다세대,매매,36,10,0,0,0,0,34250.0,3041.0,43.87,2013.0
2022-10,11215,광진구,연립다세대,전월세,671,0,397,274,335,189,19950.0,1567.0,38.12,2011.0
2022-10,11230,동대문구,아파트,매매,25,0,0,0,0,0,60000.0,2995.0,59.73,2009.0
2022-10,11230,동대문구,아파트,전월세,668,0,365,303,341,200,35000.0,1751.0,68.18,2008.0
2022-10,11230,동대문구,연립다세대,매매,38,1,0,0,0,0,31425.0,2802.0,39.1,2011.0
2022-10,11230,동대문구,연립다세대,전월세,240,0,166,74,118,77,21000.0,1654.0,40.2,2011.0
2022-10,11260,중랑구,아파트,매매,22,1,0,0,0,0,38150.0,2758.0,47.11,2006.0
2022-10,11260,중랑구,아파트,전월세,392,0,223,169,197,136,24100.0,1519.0,62.12,2003.0
2022-10,11260,중랑구,연립다세대,매매,103,9,0,0,0,0,31500.0,2925.0,43.19,2015.0
2022-10,11260,중랑구,연립다세대,전월세,450,0,316,134,235,123,20000.0,1872.0,38.22,2013.0
2022-10,11290,성북구,아파트,매매,40,3,0,0,0,0,76000.0,3816.0,65.57,2013.0
2022-10,11290,성북구,아파트,전월세,744,0,443,301,329,247,39000.0,1756.0,71.2,2008.0
2022-10,11290,성북구,연립다세대,매매,29,27,0,0,0,0,26900.0,1758.0,50.32,2006.0
2022-10,11290,성북구,연립다세대,전월세,343,0,234,109,174,85,16000.0,1129.0,44.81,2007.0
2022-10,11305,강북구,아파트,매매,11,0,0,0,0,0,54800.0,2358.0,60.65,2005.0
2022-10,11305,강북구,아파트,전월세,200,0,122,78,93,75,30000.0,1404.0,67.17,2004.0
2022-10,11305,강북구,연립다세대,매매,60,3,0,0,0,0,18150.0,1284.0,45.51,2004.0
2022-10,11305,강북구,연립다세대,전월세,266,0,172,94,167,52,12000.0,970.0,43.46,2003.0
2022-10,11320,도봉구,아파트,매매,17,0,0,0,0,0,44000.0,2337.0,59.43,1996.0
2022-10,11320,도봉구,아파트,전월세,565,0,349,216,251,212,19950.0,1213.0,61.89,1994.0
2022-10,11320,도봉구,연립다세대,매매,117,4,0,0,0,0,27450.0,2219.0,40.99,2011.0
2022-10,11320,도봉구,연립다세대,전월세,245,0,174,71,133,50,12000.0,922.0,45.16,2004.0
2022-10,11350,노원구,아파트,매매,43,1,0,0,0,0,56000.0,3028.0,62.89,1997.0
2022-10,11350,노원구,아파트,전월세,1610,0,977,633,680,640,20500.0,1341.0,59.58,1993.0
2022-10,11350,노원구,연립다세대,매매,18,3,0,0,0,0,18250.0,1560.0,45.75,1998.0
2022-10,11350,노원구,연립다세대,전월세,149,0,89,60,72,33,11000.0,937.0,41.99,2005.0
2022-10,11380,은평구,아파트,매매,26,2,0,0,0,0,53150.0,3108.0,60.7,2011.0
2022-10,11380,은평구,아파트,전월세,713,0,418,295,358,207,30800.0,1569.0,66.35,2012.0
2022-10,11380,은평구,연립다세대,매매,140,18,0,0,0,0,24600.0,1820.0,44.22,2006.0
2022-10,11380,은평구,연립다세대,전월세,810,0,569,241,468,203,17000.0,1199.0,44.16,2007.0
2022-10,11410,서대문구,아파트,매매,22,0,0,0,0,0,80000.0,3543.0,76.71,2006.0
2022-10,11410,서대문구,아파트,전월세,685,0,356,329,382,213,35000.0,1687.0,66.9,2009.0
2022-10,11410,서대문구,연립다세대,매매,49,5,0,0,0,0,33000.0,2431.0,40.94,2009.0
2022-10,11410,서대문구,연립다세대,전월세,269,0,139,130,173,67,11500.0,879.0,44.57,2003.0
2022-10,11440,마포구,아파트,매매,19,1,0,0,0,0,93000.0,4298.0,68.15,2004.0
2022-10,11440,마포구,아파트,전월세,982,0,526,456,440,374,43000.0,2043.0,72.68,2006.0
2022-10,11440,마포구,연립다세대,매매,49,4,0,0,0,0,43000.0,3864.0,40.48,2012.0
2022-10,11440,마포구,연립다세대,전월세,604,0,357,247,368,172,15875.0,1477.0,36.79,2007.0
2022-10,11470,양천구,아파트,매매,16,0,0,0,0,0,94500.0,3686.0,71.96,2003.0
2022-10,11470,양천구,아파트,전월세,1222,0,751,471,573,410,37800.0,1834.0,70.78,1999.0
2022-10,11470,양천구,연립다세대,매매,71,4,0,0,0,0,23800.0,1785.0,44.19,2003.0
2022-10,11470,양천구,연립다세대,전월세,513,0,350,163,277,137,17000.0,1216.0,42.31,2006.0
2022-10,11500,강서구,아파트,매매,27,1,0,0,0,0,72000.0,3311.0,67.52,2004.0
2022-10,11500,강서구,아파트,전월세,1336,0,913,423,630,454,30097.0,1664.0,63.83,2004.0
2022-10,11500,강서구,연립다세대,매매,143,8,0,0,0,0,23500.0,1770.0,40.93,2009.0
2022-10,11500,강서구,연립다세대,전월세,917,0,627,290,478,249,17000.0,1205.0,40.44,2009.0
2022-10,11530,구로구,아파트,매매,40,0,0,0,0,0,57000.0,2799.0,62.71,2003.0
2022-10,11530,구로구,아파트,전월세,809,0,470,339,357,294,27000.0,1372.0,65.66,2001.0
2022-10,11530,구로구,연립다세대,매매,171,54,0,0,0,0,27000.0,2210.0,42.33,2014.0
2022-10,11530,구로구,연립다세대,전월세,294,0,200,94,167,53,14000.0,1000.0,44.63,2004.0
2022-10,11545,금천구,아파트,매매,9,1,0,0,0,0,49700.0,2802.0,67.05,2004.0
2022-10,11545,금천구,아파트,전월세,259,0,171,88,123,90,29500.0,1401.0,63.81,2005.0
2022-10,11545,금천구,연립다세대,매매,64,7,0,0,0,0,29000.0,2395.0,47.94,2012.0
2022-10,11545,금천구,연립다세대,전월세,248,0,177,71,134,39,17925.0,1340.0,39.98,2010.0
2022-10,11560,영등포구,아파트,매매,29,2,0,0,0,0,16000.0,3472.0,43.87,2009.0
2022-10,11560,영등포구,아파트,전월세,886,0,542,344,367,342,40000.0,1872.0,72.03,2001.0
2022-10,11560,영등포구,연립다세대,매매,41,2,0,0,0,0,30700.0,3288.0,36.19,2015.0
2022-10,11560,영등포구,연립다세대,전월세,282,0,187,95,164,77,20850.0,2201.0,33.58,2013.0
2022-10,11590,동작구,아파트,매매,20,1,0,0,0,0,72350.0,3671.0,46.66,2005.0
2022-10,11590,동작구,아파트,전월세,776,0,439,337,335,257,43000.0,1987.0,71.53,2006.0
2022-10,11590,동작구,연립다세대,매매,73,7,0,0,0,0,34000.0,2567.0,45.37,2009.0
2022-10,11590,동작구,연립다세대,전월세,421,0,275,146,267,105,19800.0,1505.0,42.0,2007.0
2022-10,11620,관악구,아파트,매매,15,0,0,0,0,0,50000.0,3103.0,49.79,2010.0
2022-10,11620,관악구,아파트,전월세,616,0,305,311,308,159,30000.0,1589.0,63.14,2006.0
2022-10,11620,관악구,연립다세대,매매,92,5,0,0,0,0,31725.0,2457.0,43.45,2008.0
2022-10,11620,관악구,연립다세대,전월세,512,0,295,217,295,101,15000.0,1300.0,39.27,2006.0
2022-10,11650,서초구,아파트,매매,17,0,0,0,0,0,205000.0,4576.0,102.57,2001.0
2022-10,11650,서초구,아파트,전월세,1352,0,727,625,624,558,67023.0,2713.0,85.96,2006.0
2022-10,11650,서초구,연립다세대,매매,20,2,0,0,0,0,43500.0,3992.0,45.15,2010.0
2022-10,11650,서초구,연립다세대,전월세,565,0,300,265,283,216,25000.0,1820.0,46.63,2008.0
2022-10,11680,강남구,아파트,매매,30,1,0,0,0,0,151500.0,7279.0,79.04,2001.0
2022-10,11680,강남구,아파트,전월세,1797,0,887,910,761,736,60000.0,2742.0,81.55,2001.0
2022-10,11680,강남구,연립다세대,매매,56,1,0,0,0,0,52711.0,5449.0,37.47,2009.0
2022-10,11680,강남구,연립다세대,전월세,573,0,259,314,342,161,15500.0,1477.0,42.36,2006.0
2022-10,11710,송파구,아파트,매매,45,0,0,0,0,0,179500.0,6698.0,84.68,2003.0
2022-10,11710,송파구,아파트,전월세,1766,0,1001,765,754,718,50000.0,2224.0,77.76,2002.0
2022-10,11710,송파구,연립다세대,매매,56,1,0,0,0,0,39475.0,3284.0,42.42,2008.0
2022-10,11710,송파구,연립다세대,전월세,1415,0,666,749,708,501,15000.0,1336.0,40.63,2008.0
2022-10,11740,강동구,아파트,매매,32,1,0,0,0,0,88000.0,4702.0,62.56,2010.0
2022-10,11740,강동구,아파트,전월세,876,0,543,333,422,285,40000.0,1959.0,70.16,2007.0
2022-10,11740,강동구,연립다세대,매매,101,7,0,0,0,0,35150.0,3395.0,39.08,2017.0
2022-10,11740,강동구,연립다세대,전월세,606,0,336,270,268,193,18373.0,1468.0,38.54,2011.0
2022-10,41111,수원시 장안구,아파트,매매,32,1,0,0,0,0,31500.0,1551.0,70.09,1995.0
2022-10,41111,수원시 장안구,아파트,전월세,354,0,216,138,216,94,20000.0,1049.0,67.61,1999.0
2022-10,41111,수원시 장안구,연립다세대,매매,59,7,0,0,0,0,16800.0,1434.0,55.02,2007.0
2022-10,41111,수원시 장안구,연립다세대,전월세,125,0,63,62,78,19,7376.0,621.0,41.27,2005.0
2022-10,41113,수원시 권선구,아파트,매매,58,3,0,0,0,0,43000.0,1890.0,75.89,2009.0
2022-10,41113,수원시 권선구,아파트,전월세,694,0,363,331,377,196,17790.0,862.0,70.96,2008.0
2022-10,41113,수원시 권선구,연립다세대,매매,33,1,0,0,0,0,12800.0,886.0,49.26,2002.0
2022-10,41113,수원시 권선구,연립다세대,전월세,231,0,130,101,140,38,9000.0,717.0,41.23,2009.0
2022-10,41115,수원시 팔달구,아파트,매매,39,1,0,0,0,0,29500.0,1670.0,49.56,2005.0
2022-10,41115,수원시 팔달구,아파트,전월세,514,0,325,189,375,61,22822.0,1207.0,62.0,2010.0
2022-10,41115,수원시 팔달구,연립다세대,매매,40,3,0,0,0,0,17350.0,1179.0,48.38,2006.0
2022-10,41115,수원시 팔달구,연립다세대,전월세,211,0,118,93,140,38,9450.0,795.0,34.72,2009.0
2022-10,41117,수원시 영통구,아파트,매매,79,5,0,0,0,0,47800.0,2275.0,74.44,2004.0
2022-10,41117,수원시 영통구,아파트,전월세,1185,0,758,427,695,296,24150.0,1304.0,72.07,2004.0
2022-10,41117,수원시 영통구,연립다세대,매매,3,0,0,0,0,0,20500.0,1493.0,49.45,2002.0
2022-10,41117,수원시 영통구,연립다세대,전월세,34,0,20,14,22,6,14325.0,789.0,62.78,2005.0
2022-10,41131,성남시 수정구,아파트,매매,13,0,0,0,0,0,107000.0,4255.0,81.34,2015.0
2022-10,41131,성남시 수정구,아파트,전월세,451,0,263,188,226,130,38000.0,1699.0,72.67,2014.0
2022-10,41131,성남시 수정구,연립다세대,매매,13,0,0,0,0,0,19000.0,1484.0,46.44,1995.0
2022-10,41131,성남시 수정구,연립다세대,전월세,100,0,80,20,56,28,15000.0,1008.0,48.88,1998.0
2022-10,41133,성남시 중원구,아파트,매매,10,5,0,0,0,0,60000.0,3380.0,55.41,1996.0
2022-10,41133,성남시 중원구,아파트,전월세,686,0,387,299,487,59,23250.0,1367.0,63.3,2013.0
2022-10,41133,성남시 중원구,연립다세대,매매,15,0,0,0,0,0,26000.0,1497.0,54.1,1999.0
2022-10,41133,성남시 중원구,연립다세대,전월세,252,0,201,51,154,65,13300.0,994.0,49.04,1998.0
2022-10,41135,성남시 분당구,아파트,매매,28,3,0,0,0,0,119500.0,4197.0,93.28,2000.0
2022-10,41135,성남시 분당구,아파트,전월세,1481,0,919,562,723,524,44000.0,2031.0,80.07,1997.0
2022-10,41135,성남시 분당구,연립다세대,매매,9,0,0,0,0,0,35000.0,1762.0,61.61,2005.0
2022-10,41135,성남시 분당구,연립다세대,전월세,104,0,78,26,40,44,35000.0,1676.0,83.72,2000.0
2022-10,41150,의정부시,아파트,매매,96,0,0,0,0,0,32500.0,1518.0,65.04,2007.0
2022-10,41150,의정부시,아파트,전월세,1374,0,600,774,618,424,12000.0,546.0,61.65,2011.0
2022-10,41150,의정부시,연립다세대,매매,59,4,0,0,0,0,16500.0,1065.0,52.15,2005.0
2022-10,41150,의정부시,연립다세대,전월세,217,0,146,71,126,29,9000.0,654.0,47.55,2003.0
2022-10,41171,안양시 만안구,아파트,매매,31,0,0,0,0,0,37000.0,2043.0,55.33,2000.0
2022-10,41171,안양시 만안구,아파트,전월세,423,0,287,136,263,82,30000.0,1408.0,67.04,2007.0
2022-10,41171,안양시 만안구,연립다세대,매매,41,1,0,0,0,0,19000.0,1406.0,48.26,1996.0
2022-10,41171,안양시 만안구,연립다세대,전월세,169,0,114,55,103,30,12000.0,979.0,43.02,2001.0
2022-10,41173,안양시 동안구,아파트,매매,38,4,0,0,0,0,58250.0,2977.0,65.01,2003.0
2022-10,41173,안양시 동안구,아파트,전월세,921,0,605,316,450,321,29400.0,1651.0,63.84,1999.0
2022-10,41173,안양시 동안구,연립다세대,매매,7,0,0,0,0,0,30000.0,2251.0,47.09,1992.0
2022-10,41173,안양시 동안구,연립다세대,전월세,111,0,67,44,56,33,12000.0,1040.0,41.87,1996.0
2022-10,41192,부천시 원미구,아파트,매매,84,3,0,0,0,0,46047.0,2396.0,64.95,2008.0
2022-10,41192,부천시 원미구,아파트,전월세,694,0,458,236,384,240,22000.0,1337.0,64.81,1998.0
2022-10,41192,부천시 원미구,연립다세대,매매,103,8,0,0,0,0,17400.0,1319.0,46.54,2007.0
2022-10,41192,부천시 원미구,연립다세대,전월세,236,0,127,109,179,38,8000.0,682.0,40.71,2004.0
2022-10,41194,부천시 소사구,아파트,매매,41,1,0,0,0,0,46500.0,2211.0,72.59,2008.0
2022-10,41194,부천시 소사구,아파트,전월세,329,0,206,123,193,103,20000.0,1055.0,66.29,2003.0
2022-10,41194,부천시 소사구,연립다세대,매매,60,5,0,0,0,0,16225.0,1141.0,44.96,2003.0
2022-10,41194,부천시 소사구,연립다세대,전월세,126,0,79,47,92,28,11000.0,820.0,48.61,1999.0
2022-10,41196,부천시 오정구,아파트,매매,10,2,0,0,0,0,17750.0,1326.0,49.89,1992.0
2022-10,41196,부천시 오정구,아파트,전월세,142,0,82,60,113,26,10000.0,706.0,57.59,1997.0
2022-10,41196,부천시 오정구,연립다세대,매매,124,4,0,0,0,0,14000.0,1175.0,43.1,1996.0
2022-10,41196,부천시 오정구,연립다세대,전월세,216,0,134,82,171,25,7000.0,638.0,41.09,1996.0
2022-10,41210,광명시,아파트,매매,28,0,0,0,0,0,53000.0,3173.0,62.89,1998.0
2022-10,41210,광명시,아파트,전월세,769,0,520,249,382,250,28000.0,1512.0,64.66,2000.0
2022-10,41210,광명시,연립다세대,매매,12,0,0,0,0,0,20875.0,1587.0,48.21,1994.0
2022-10,41210,광명시,연립다세대,전월세,152,0,106,46,90,22,15000.0,1082.0,50.04,1998.0
2022-10,41220,평택시,아파트,매매,366,19,0,0,0,0,23000.0,1169.0,65.82,2008.0
2022-10,41220,평택시,아파트,전월세,2298,0,931,1367,1250,368,6275.0,441.0,62.45,2013.0
2022-10,41220,평택시,연립다세대,매매,155,9,0,0,0,0,9300.0,686.0,51.17,2003.0
2022-10,41220,평택시,연립다세대,전월세,260,0,89,171,192,17,1000.0,79.0,39.89,2009.0
2022-10,41250,동두천시,아파트,매매,27,2,0,0,0,0,18100.0,937.0,68.61,2000.0
2022-10,41250,동두천시,아파트,전월세,145,0,87,58,78,24,12000.0,661.0,66.66,2004.0
2022-10,41250,동두천시,연립다세대,매매,23,0,0,0,0,0,5500.0,398.0,55.54,1995.0
2022-10,41250,동두천시,연립다세대,전월세,51,0,19,32,20,4,2000.0,131.0,51.63,2005.0
2022-10,41271,안산시 상록구,아파트,매매,28,3,0,0,0,0,41250.0,1856.0,76.3,2003.0
2022-10,41271,안산시 상록구,아파트,전월세,433,0,293,140,193,149,17850.0,901.0,70.21,2000.0
2022-10,41271,안산시 상록구,연립다세대,매매,185,3,0,0,0,0,19200.0,929.0,63.93,2012.0
2022-10,41271,안산시 상록구,연립다세대,전월세,359,0,182,177,224,31,5000.0,534.0,44.77,2008.0
2022-10,41273,안산시 단원구,아파트,매매,53,1,0,0,0,0,40000.0,1902.0,66.93,2004.0
2022-10,41273,안산시 단원구,아파트,전월세,653,0,423,230,315,202,19000.0,1059.0,62.74,2003.0
2022-10,41273,안산시 단원구,연립다세대,매매,79,1,0,0,0,0,17800.0,1031.0,58.82,2012.0
2022-10,41273,안산시 단원구,연립다세대,전월세,179,0,93,86,102,22,8000.0,616.0,48.19,2002.0
2022-10,41281,고양시 덕양구,아파트,매매,52,2,0,0,0,0,48750.0,2107.0,72.97,2005.0
2022-10,41281,고양시 덕양구,아파트,전월세,1407,0,699,708,601,452,16940.0,901.0,58.69,2009.0
2022-10,41281,고양시 덕양구,연립다세대,매매,51,2,0,0,0,0,14000.0,842.0,53.28,2003.0
2022-10,41281,고양시 덕양구,연립다세대,전월세,170,0,93,77,99,35,8000.0,594.0,46.07,2001.0
2022-10,41285,고양시 일산동구,아파트,매매,33,1,0,0,0,0,40150.0,2071.0,77.63,2000.0
2022-10,41285,고양시 일산동구,아파트,전월세,552,0,367,185,249,206,28050.0,1268.0,82.59,2001.0
2022-10,41285,고양시 일산동구,연립다세대,매매,24,2,0,0,0,0,25150.0,1411.0,57.1,2015.0
2022-10,41285,고양시 일산동구,연립다세대,전월세,102,0,73,29,50,26,19600.0,1075.0,67.4,2009.0
2022-10,41287,고양시 일산서구,아파트,매매,59,7,0,0,0,0,39000.0,1701.0,77.91,1999.0
2022-10,41287,고양시 일산서구,아파트,전월세,932,0,625,307,430,370,23000.0,1072.0,79.57,2000.0
2022-10,41287,고양시 일산서구,연립다세대,매매,14,1,0,0,0,0,17850.0,1052.0,53.47,2011.0
2022-10,41287,고양시 일산서구,연립다세대,전월세,37,0,23,14,19,11,11300.0,756.0,60.5,2007.0
2022-10,41290,과천시,아파트,매매,6,1,0,0,0,0,125750.0,5706.0,77.95,2006.0
2022-10,41290,과천시,아파트,전월세,174,0,129,45,63,77,69500.0,2724.0,84.79,2007.0
2022-10,41290,과천시,연립다세대,매매,4,0,0,0,0,0,44250.0,2203.0,61.4,2016.0
2022-10,41290,과천시,연립다세대,전월세,49,0,35,14,14,27,45900.0,2197.0,69.59,2015.0
2022-10,41310,구리시,아파트,매매,14,0,0,0,0,0,60500.0,2500.0,72.99,2008.0
2022-10,41310,구리시,아파트,전월세,388,0,259,129,162,157,27650.0,1362.0,71.29,2002.0
2022-10,41310,구리시,연립다세대,매매,3,0,0,0,0,0,13000.0,1411.0,57.5,2004.0
2022-10,41310,구리시,연립다세대,전월세,80,0,59,21,40,20,12550.0,1019.0,47.55,2002.0
2022-10,41360,남양주시,아파트,매매,100,6,0,0,0,0,44625.0,1778.0,77.82,2008.0
2022-10,41360,남양주시,아파트,전월세,1711,0,1018,693,709,485,19000.0,799.0,74.84,2009.0
2022-10,41360,남양주시,연립다세대,매매,79,7,0,0,0,0,13000.0,828.0,54.19,2003.0
2022-10,41360,남양주시,연립다세대,전월세,340,0,214,126,182,47,11000.0,693.0,61.72,2007.0
2022-10,41370,오산시,아파트,매매,54,3,0,0,0,0,33500.0,1438.0,72.65,2005.0
2022-10,41370,오산시,아파트,전월세,492,0,204,288,225,82,6645.0,428.0,62.12,2008.0
2022-10,41370,오산시,연립다세대,매매,21,2,0,0,0,0,7300.0,636.0,40.53,2002.0
2022-10,41370,오산시,연립다세대,전월세,128,0,60,68,71,20,3800.0,469.0,33.36,2010.0
2022-10,41390,시흥시,아파트,매매,156,10,0,0,0,0,37000.0,1760.0,67.28,2008.0
2022-10,41390,시흥시,아파트,전월세,1455,0,672,783,606,493,12000.0,584.0,64.67,2011.0
2022-10,41390,시흥시,연립다세대,매매,68,2,0,0,0,0,12175.0,780.0,51.94,2001.0
2022-10,41390,시흥시,연립다세대,전월세,251,0,130,121,164,28,4200.0,432.0,39.95,2007.0
